bytes                 , mode, len,   count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                   , res             , end_expr         , end, end_ok, text
03f0                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , add_rm     , add_rm                , "modrm8{kind=reg_direct,mod=3,reg=6,rm=0};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add si, ax                            "
8d740a01              ,   32,   4,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [edx+ecx+1]                  "
3aca                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=2};w=0                                           ", alu=4           , @modrm8          ,  16,      1, "cmp cl, dl                            "
8a1f                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=3,rm=7};w=0                                               ", move=2          , @modrm8          ,  16,      1, "mov bl, [bx]                          "
260307                ,   16,   3,       6,  8,   1,   2,   2, es ,      , add_rm     , add_rm                , "modrm8{kind=base16,mod=0,reg=0,rm=7};w=1                                               ", alu=3           , @modrm8          ,  16,      1, "add ax, [es:bx]                       "
2beb                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , sub_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "sub ebp, ebx                          "
8d144b                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea edx, [ebx+ecx*2]                  "
8d9c1050020000        ,   32,   7,       6,  0,   0,   4,   4,    ,      , lea        , lea:sib_d32           , "modrm8{kind=sib_d32,mod=2,reg=3,rm=4,b=0,x=2,s=0,disp=592@24:32}                       ", move=5          , @modrm8          ,  56,      1, "lea ebx, [eax+edx+0x250]              "
3a11                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base,mod=0,reg=2,rm=1,b=1};w=0                                             ", alu=4           , @modrm8          ,  16,      1, "cmp dl, [ecx]                         "
0fb67d0c              ,   32,   4,       6,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=base_d8,mod=1,reg=7,rm=5,b=5,disp=12@24:8}                                ", move=8          , @modrm16         ,  32,      1, "movzx edi, byte [ebp+0xC]             "
33c9                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , xor_rm     , xor_rm                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=1};w=1                                           ", alu=5           , @modrm8          ,  16,      1, "xor cx, cx                            "
66ad                  ,   32,   2,       6,  8,   1,   2,   4,    ,      , lods       , lods                  , w=1                                                                                    , string=3        , 8                ,   8,      1, lodsw
85d6                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=2,rm=6};w=1                                           ", alu=7           , @modrm8          ,  16,      1, "test esi, edx                         "
8d3452                ,   32,   3,       6,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea esi, [edx+edx*2]                  "
891498                ,   32,   3,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_base,mod=0,reg=2,rm=4,b=0,x=3,s=2};w=1                                 ", move=3          , @modrm8          ,  24,      1, "mov [eax+ebx*4], edx                  "
39d8                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=3,rm=0};w=1                                           ", alu=4           , @modrm8          ,  16,      1, "cmp eax, ebx                          "
6631f6                ,   16,   3,       6,  8,   1,   4,   2,    ,      , xor_mr     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "xor esi, esi                          "
6689544104            ,   32,   5,       6,  8,   1,   2,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=2,rm=4,b=1,x=0,s=1,disp=4@32:8};w=1                       ", move=3          , @modrm8          ,  32,      1, "mov [ecx+eax*2+4], dx                 "
01ca                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , add_mr     , add_mr                , "modrm8{kind=reg_direct,mod=3,reg=1,rm=2};w=1                                           ", alu=3           , @modrm8          ,  16,      1, "add edx, ecx                          "
8bc3                  ,   16,   2,       6,  0,   0,   2,   2,    ,      , mov_rm     , mov_rm:reg_direct     , "modrm8{kind=reg_direct,mod=3,reg=0,rm=3}                                               ", move=1          , @modrm8          ,  16,      1, "mov ax, bx                            "
26034704              ,   16,   4,       6,  8,   1,   2,   2, es ,      , add_rm     , add_rm                , "modrm8{kind=base16_d8,mod=1,reg=0,rm=7,disp=4@24:8};w=1                                ", alu=3           , @modrm8          ,  24,      1, "add ax, [es:bx+4]                     "
0fb6ce                ,   32,   3,       6,  0,   0,   4,   4,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=1,rm=6}                                              ", move=8          , @modrm16         ,  24,      1, "movzx ecx, dh                         "
89e9                  ,   32,   2,       6,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=reg_direct,mod=3,reg=5,rm=1};w=1                                           ", move=3          , @modrm8          ,  16,      1, "mov ecx, ebp                          "
8b348a                ,   32,   3,       6,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=6,rm=4,b=2,x=1,s=2};w=1                                 ", move=2          , @modrm8          ,  24,      1, "mov esi, [edx+ecx*4]                  "
66c704420000          ,   32,   6,       5,  8,   1,   2,   4,    ,      , mov_miz    , mov_miz               , "modrm8{kind=sib_base,mod=0,reg=0,rm=4,b=2,x=0,s=1};immz=0x0@32:16                      ", move=4          , @modrm8 + p.osz*8,  40,      1, "mov word [edx+eax*2], 0               "
23542408              ,   32,   4,       5,  0,   0,   4,   4,    ,      , and_rm     , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "and edx, [esp+8]                      "
8d2c98                ,   32,   3,       5,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [eax+ebx*4]                  "
8d2c10                ,   32,   3,       5,  0,   0,   4,   4,    ,      , lea        , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "lea ebp, [eax+edx]                    "
0fbfca                ,   32,   3,       5,  0,   0,   4,   4,    ,      , movsx_w    , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "movsx ecx, dx                         "
395c85c4              ,   32,   4,       5,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=sib_d8,mod=1,reg=3,rm=4,b=5,x=0,s=2,disp=-60@24:8};w=1                     ", alu=4           , @modrm8          ,  32,      1, "cmp [ebp+eax*4-0x3C], ebx             "
ff5608                ,   16,   3,       5,  0,   0,   2,   2,    ,      , call_m     , call_m                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=6,disp=8@16:8}                                    ", call=2          , @modrm8          ,  24,      1, call word [bp+8]
ff5606                ,   16,   3,       5,  0,   0,   2,   2,    ,      , call_m     , call_m                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=6,disp=6@16:8}                                    ", call=2          , @modrm8          ,  24,      1, call word [bp+6]
c1e109                ,   16,   3,       5,  0,   0,   2,   2,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=1};w=1;imm8=0x9@16:8                             ", shift=1         , @modrm8 + 8      ,  24,      1, "shl cx, 9                             "
c1e102                ,   16,   3,       5,  0,   0,   2,   2,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=1};w=1;imm8=0x2@16:8                             ", shift=1         , @modrm8 + 8      ,  24,      1, "shl cx, 2                             "
8cd2                  ,   16,   2,       5,  0,   0,   2,   2,    ,      , mov_msreg  , _                     ,                                                                                        , trap_undefined=1,                  ,    ,       , "mov dx, ss                            "
3a0d80751480          ,   32,   6,       5,  0,   0,   4,   4,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=abs32,mod=0,reg=1,rm=5,disp=-2146142848@16:32};w=0                         ", alu=4           , @modrm8          ,  48,      1, "cmp cl, [0x80147580]                  "
