bytes                   , mode, len,    count, at, pfx, osz, asz, seg, rep  , variant    , arm                   , args                                                                                      , res             , end_expr         , end, end_ok, text
8db51002                ,   16,   4,        1,  0,   0,   2,   2,    ,      , lea        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lea si, [di+0x210]                      "
67668d521e              ,   16,   5,        1, 16,   2,   4,   4,    ,      , lea        , lea:base_d8           , "modrm8{kind=base_d8,mod=1,reg=2,rm=2,b=2,disp=30@32:8}                                    ", move=5          , @modrm8          ,  24,      1, "lea edx, [edx+0x1E]                     "
660f03c9                ,   16,   4,        1,  8,   1,   4,   2,    ,      , lsl        , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "lsl ecx, ecx                            "
85d3                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , test_mr    , test_mr               , "modrm8{kind=reg_direct,mod=3,reg=2,rm=3};w=1                                              ", alu=7           , @modrm8          ,  16,      1, "test ebx, edx                           "
080f                    ,   16,   2,        1,  0,   0,   2,   2,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or [bx], cl                             "
89441950                ,   32,   4,        1,  0,   0,   4,   4,    ,      , mov_mr     , mov_mr                , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=3,s=0,disp=80@24:8};w=1                         ", move=3          , @modrm8          ,  32,      1, "mov [ecx+ebx+0x50], eax                 "
8b2c24                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , mov_rm     , mov_rm                , "modrm8{kind=sib_base,mod=0,reg=5,rm=4,b=4,s=0};w=1                                        ", move=2          , @modrm8          ,  24,      1, "mov ebp, [esp]                          "
66368b0d                ,   16,   4,        1, 16,   2,   4,   2, ss ,      , mov_rm     , mov_rm                , "modrm8{kind=base16,mod=0,reg=1,rm=5};w=1                                                  ", move=2          , @modrm8          ,  16,      1, "mov ecx, [ss:di]                        "
368904                  ,   16,   3,        1,  8,   1,   2,   2, ss ,      , mov_mr     , mov_mr                , "modrm8{kind=base16,mod=0,reg=0,rm=4};w=1                                                  ", move=3          , @modrm8          ,  16,      1, "mov [ss:si], ax                         "
668ee9                  ,   32,   3,        1,  8,   1,   2,   4,    ,      , mov_sregm  , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "mov gs, cx                              "
39c6                    ,   32,   2,        1,  0,   0,   4,   4,    ,      , cmp_mr     , cmp_mr                , "modrm8{kind=reg_direct,mod=3,reg=0,rm=6};w=1                                              ", alu=4           , @modrm8          ,  16,      1, "cmp esi, eax                            "
6609f1                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , or_mr      , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "or ecx, esi                             "
6726c605000000005a      ,   16,   9,        1, 16,   2,   2,   4, es ,      , mov_mi8    , mov_mi8               , "modrm8{kind=abs32,mod=0,reg=0,rm=5,disp=0@32:32};imm8=0x5a@64:8                           ", move=4          , @modrm8 + 8      ,  56,      1, "mov byte [es:0], 0x5A                   "
66f74419064001          ,   32,   7,        1,  8,   1,   2,   4,    ,      , test_mi    , test_mi               , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=1,x=3,s=0,disp=6@32:8};imm=0x140@40:16;w=1          ", alu=7           , @modrm8 + sz*8   ,  48,      1, "test word [ecx+ebx+6], 0x140            "
0fb76e06                ,   32,   4,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=base_d8,mod=1,reg=5,rm=6,b=6,disp=6@24:8}                                    ", move=8          , @modrm16         ,  32,      1, "movzx ebp, word [esi+6]                 "
66832700                ,   16,   4,        1,  8,   1,   4,   2,    ,      , and_mis    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and dword [bx], 0                       "
02442413                ,   32,   4,        1,  0,   0,   4,   4,    ,      , add_rm     , add_rm                , "modrm8{kind=sib_d8,mod=1,reg=0,rm=4,b=4,s=0,disp=19@24:8};w=0                             ", alu=3           , @modrm8          ,  32,      1, "add al, [esp+0x13]                      "
663b0f                  ,   16,   3,        1,  8,   1,   4,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16,mod=0,reg=1,rm=7};w=1                                                  ", alu=4           , @modrm8          ,  16,      1, "cmp ecx, [bx]                           "
67837c24141d            ,   16,   6,        1,  8,   1,   2,   4,    ,      , cmp_mis    , cmp_mis               , "modrm8{kind=sib_d8,mod=1,reg=7,rm=4,b=4,s=0,disp=20@32:8};imm8=0x1d@40:8                  ", alu=4           , @modrm8 + 8      ,  40,      1, "cmp word [esp+0x14], 0x1D               "
0fb70475e89c03c0        ,   32,   8,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_abs,mod=0,reg=0,rm=4,x=6,s=1,disp=-1073505048@32:32}                     ", move=8          , @modrm16         ,  64,      1, "movzx eax, word [esi*2-0x3FFC6318]      "
2623447c                ,   16,   4,        1,  8,   1,   2,   2, es ,      , and_rm     , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "and ax, [es:si+0x7C]                    "
874a08                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , xchg_mr    , _                     ,                                                                                           , trap_undefined=1,                  ,    ,       , "xchg ecx, [edx+8]                       "
663b5708                ,   16,   4,        1,  8,   1,   4,   2,    ,      , cmp_rm     , cmp_rm                , "modrm8{kind=base16_d8,mod=1,reg=2,rm=7,disp=8@24:8};w=1                                   ", alu=4           , @modrm8          ,  24,      1, "cmp edx, [bx+8]                         "
c0e302                  ,   32,   3,        1,  0,   0,   4,   4,    ,      , shl_mi     , shl_mi                , "modrm8{kind=reg_direct,mod=3,reg=4,rm=3};w=0;imm8=0x2@16:8                                ", shift=1         , @modrm8 + 8      ,  24,      1, "shl bl, 2                               "
66268b3e3412            ,   16,   6,        1, 16,   2,   4,   2, es ,      , mov_rm     , mov_rm                , "modrm8{kind=abs16,mod=0,reg=7,rm=6,disp=4660@32:16};w=1                                   ", move=2          , @modrm8          ,  32,      1, "mov edi, [es:0x1234]                    "
0fb70c11                ,   32,   4,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_base,mod=0,reg=1,rm=4,b=1,x=2,s=0}                                       ", move=8          , @modrm16         ,  32,      1, "movzx ecx, word [ecx+edx]               "
660fb6d1                ,   16,   4,        1,  8,   1,   4,   2,    ,      , movzx_b    , movzx_b               , "modrm16{kind=reg_direct,mod=3,reg=2,rm=1}                                                 ", move=8          , @modrm16         ,  24,      1, "movzx edx, cl                           "
0fb7541102              ,   32,   5,        1,  0,   0,   4,   4,    ,      , movzx_w    , movzx_w               , "modrm16{kind=sib_d8,mod=1,reg=2,rm=4,b=1,x=2,s=0,disp=2@32:8}                             ", move=8          , @modrm16         ,  40,      1, "movzx edx, word [ecx+edx+2]             "
